Wall time          ,Step ,Value
1701670734.7435682 ,3485 ,78.3203125
1701670739.265947  ,3491 ,82.8125
1701670741.4171169 ,3493 ,81.4453125
1701670744.3997183 ,3496 ,73.4375
1701670747.5256546 ,3499 ,76.953125
1701670759.9840262 ,3500 ,77.9296875
1701670761.5293272 ,3503 ,81.4453125
1701670772.806838  ,3514 ,78.7109375
1701670789.6817138 ,3520 ,76.3671875
1701670793.8670099 ,3526 ,81.8359375
1701670804.0233333 ,3535 ,78.3203125
1701670804.5070274 ,3536 ,77.5390625
1701670820.4628644 ,3541 ,82.6171875
1701670823.2217321 ,3544 ,77.734375
1701670829.4340005 ,3550 ,77.1484375
1701670833.667437  ,3554 ,79.4921875
1701670837.2887058 ,3558 ,82.2265625
1701670857.7112732 ,3566 ,82.2265625
1701670860.380603  ,3569 ,80.859375
1701670863.665888  ,3575 ,75.5859375
1701670864.6147752 ,3576 ,77.5390625
1701670883.138799  ,3584 ,81.0546875
1701670884.8977463 ,3587 ,78.3203125
1701670885.4135344 ,3588 ,82.2265625
1701670910.5060627 ,3600 ,83.0078125
1701670923.3803177 ,3613 ,77.1484375
1701670924.3336036 ,3614 ,80.078125
1701670925.342319  ,3615 ,80.859375
1701670925.7848723 ,3616 ,81.25
1701670950.4388578 ,3630 ,84.765625
1701670983.8336651 ,3654 ,82.8125
1701670985.2772949 ,3657 ,77.5390625
1701670986.7868893 ,3659 ,83.59375
1701671000.6917434 ,3661 ,83.0078125
1701671002.586456  ,3664 ,82.421875
1701671004.7946014 ,3668 ,81.640625
1701671010.9532895 ,3671 ,81.0546875
1701671011.454469  ,3672 ,83.203125
1701671038.7430992 ,3690 ,86.1328125
1701671058.875298  ,3700 ,83.203125
1701671064.1745856 ,3707 ,85.15625
1701671069.314921  ,3711 ,82.6171875
1701671070.3495762 ,3712 ,83.0078125
1701671075.365298  ,3717 ,83.7890625
1701671076.308514  ,3718 ,84.375
1701671090.627583  ,3721 ,86.71875
1701671101.6865964 ,3732 ,80.078125
1701671102.2089872 ,3733 ,82.6171875
1701671122.1183083 ,3745 ,82.421875
1701671122.7866533 ,3746 ,82.2265625
1701671123.703469  ,3748 ,82.421875
1701671124.1805053 ,3749 ,83.0078125
1701671130.6105113 ,3752 ,83.984375
1701671131.0683873 ,3753 ,83.203125
1701671131.754547  ,3754 ,85.15625
1701671149.2050126 ,3761 ,83.0078125
1701671150.8293662 ,3763 ,84.375
1701671179.4658318 ,3780 ,83.7890625
1701671180.466544  ,3781 ,85.9375
1701671181.4882023 ,3782 ,83.7890625
1701671182.5434215 ,3783 ,83.0078125
1701671186.7929485 ,3787 ,84.375
1701671189.2170854 ,3790 ,83.59375
1701671210.7848403 ,3805 ,81.640625
1701671211.7800705 ,3807 ,83.3984375
1701671219.3221173 ,3813 ,82.8125
1701671223.5230157 ,3819 ,85.7421875
1701671239.0603838 ,3823 ,85.546875
1701671252.4714684 ,3839 ,81.25
1701671270.7895792 ,3848 ,80.46875
1701671275.0799944 ,3850 ,80.859375
1701671276.9798124 ,3852 ,82.2265625
1701671281.2141993 ,3857 ,84.375
1701671295.167142  ,3860 ,80.078125
1701671303.5746083 ,3869 ,83.3984375
1701671305.4845905 ,3872 ,87.3046875
1701671306.676076  ,3875 ,84.9609375
1701671353.2368608 ,3902 ,86.1328125
1701671356.7078862 ,3908 ,85.546875
1701671362.2954578 ,3911 ,87.6953125
1701671365.5740683 ,3915 ,84.9609375
1701671381.6741893 ,3921 ,83.59375
1701671384.9790988 ,3924 ,83.3984375
1701671386.02506   ,3926 ,87.6953125
1701671389.541783  ,3931 ,83.984375
1701671391.505915  ,3933 ,85.7421875
1701671394.5331    ,3936 ,83.203125
1701671421.9330738 ,3953 ,82.2265625
